prompt,story_text,genre,length
An old wizard offers you two potions.,"An old wizard offers you two potions. Danger lurks in every corner, but hope keeps you moving.",Sci-Fi,17
The spaceship loses contact with Earth.,"The spaceship loses contact with Earth. Danger lurks in every corner, but hope keeps you moving.",Fantasy,16
You wake up in a haunted castle.,"You wake up in a haunted castle. Danger lurks in every corner, but hope keeps you moving.",Horror,17
A detective receives a letter with no return address.,A detective receives a letter with no return address. Voices whisper promises of power and betrayal.,Horror,16
The king announces a dangerous quest.,The king announces a dangerous quest. The journey takes an unexpected turn as shadows creep closer.,Sci-Fi,16
You wake up in a haunted castle.,You wake up in a haunted castle. The world around you shifts into something unrecognizable.,Adventure,15
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. Your courage is tested as the story unfolds.,Sci-Fi,17
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. You uncover secrets that change your destiny forever.,Horror,17
A detective receives a letter with no return address.,A detective receives a letter with no return address. The artifact in your hand begins to glow with power.,Horror,19
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. You feel a strange energy guiding your path forward.,Sci-Fi,15
You wake up in a haunted castle.,"You wake up in a haunted castle. A new ally appears, offering wisdom and guidance.",Sci-Fi,15
The king announces a dangerous quest.,"The king announces a dangerous quest. A new ally appears, offering wisdom and guidance.",Adventure,14
You stumble upon a secret underground library.,You stumble upon a secret underground library. The journey takes an unexpected turn as shadows creep closer.,Sci-Fi,17
The king announces a dangerous quest.,The king announces a dangerous quest. Your courage is tested as the story unfolds.,Adventure,14
You find a map with an 'X' marked in the desert.,"You find a map with an 'X' marked in the desert. A new ally appears, offering wisdom and guidance.",Adventure,19
A detective receives a letter with no return address.,"A detective receives a letter with no return address. A new ally appears, offering wisdom and guidance.",Sci-Fi,17
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. Your courage is tested as the story unfolds.,Adventure,17
The king announces a dangerous quest.,The king announces a dangerous quest. You uncover secrets that change your destiny forever.,Sci-Fi,14
A mysterious glowing stone appears in the forest.,"A mysterious glowing stone appears in the forest. A new ally appears, offering wisdom and guidance.",Horror,16
An old wizard offers you two potions.,An old wizard offers you two potions. Your courage is tested as the story unfolds.,Adventure,15
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The path ahead splits into choices with unknown fates.,Horror,15
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. You uncover secrets that change your destiny forever.,Adventure,17
You stumble upon a secret underground library.,You stumble upon a secret underground library. The journey takes an unexpected turn as shadows creep closer.,Mystery,17
The king announces a dangerous quest.,The king announces a dangerous quest. The world around you shifts into something unrecognizable.,Horror,14
You stumble upon a secret underground library.,You stumble upon a secret underground library. You feel a strange energy guiding your path forward.,Mystery,16
A mysterious glowing stone appears in the forest.,A mysterious glowing stone appears in the forest. The path ahead splits into choices with unknown fates.,Adventure,17
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. You feel a strange energy guiding your path forward.,Adventure,18
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The world around you shifts into something unrecognizable.,Horror,14
A detective receives a letter with no return address.,A detective receives a letter with no return address. The artifact in your hand begins to glow with power.,Fantasy,19
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. You feel a strange energy guiding your path forward.,Fantasy,15
You wake up in a haunted castle.,You wake up in a haunted castle. You uncover secrets that change your destiny forever.,Sci-Fi,15
You wake up in a haunted castle.,You wake up in a haunted castle. You uncover secrets that change your destiny forever.,Fantasy,15
You wake up in a haunted castle.,You wake up in a haunted castle. The world around you shifts into something unrecognizable.,Horror,15
A detective receives a letter with no return address.,A detective receives a letter with no return address. Voices whisper promises of power and betrayal.,Sci-Fi,16
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The world around you shifts into something unrecognizable.,Mystery,14
A mysterious glowing stone appears in the forest.,A mysterious glowing stone appears in the forest. You feel a strange energy guiding your path forward.,Adventure,17
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. You uncover secrets that change your destiny forever.,Fantasy,14
An old wizard offers you two potions.,An old wizard offers you two potions. You uncover secrets that change your destiny forever.,Adventure,15
You stumble upon a secret underground library.,You stumble upon a secret underground library. The journey takes an unexpected turn as shadows creep closer.,Mystery,17
A detective receives a letter with no return address.,A detective receives a letter with no return address. The path ahead splits into choices with unknown fates.,Sci-Fi,18
